LotFrontage,LotArea,YearBuilt,MasVnrArea,TotalBsmtSF,BsmtUnfSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea,SalePrice
24.0,2308,1976,0.0,804,248,1548,3,7,440,155000
122.0,11923,2007,0.0,1800,1800,1800,2,7,702,239000
80.0,11316,2002,44.0,817,193,1894,4,8,510,214900
65.0,10237,2005,0.0,783,783,1484,3,8,393,178900
130.0,9600,1940,0.0,728,300,1308,2,7,256,160000
50.0,5925,1910,0.0,600,600,968,2,6,0,37900
75.0,10382,1958,105.0,588,75,1095,2,6,264,140000
60.0,10800,1949,0.0,720,720,1192,4,6,0,135000
36.0,2268,2003,106.0,764,197,1626,2,6,474,173000
55.0,7892,1979,0.0,918,918,918,2,5,264,99500
60.0,11414,1910,0.0,728,728,2019,3,8,532,167500
51.0,5900,1923,0.0,440,440,869,2,4,0,85500
68.0,9450,1954,0.0,894,342,894,3,5,400,110000
80.0,8816,1963,0.0,1121,470,1121,3,5,480,139000
98.0,12203,1998,975.0,1225,371,2612,4,8,676,336000
43.0,3182,2007,16.0,1266,1266,1266,2,6,388,159895
75.0,10125,1977,0.0,0,0,1734,4,8,539,126000
68.0,10880,1950,0.0,1164,124,1164,3,5,240,125000
59.0,5310,1910,0.0,485,485,1635,2,5,255,117000
83.0,10159,2009,450.0,1930,284,1940,3,8,606,395192
65.0,8125,2006,0.0,770,770,1576,3,6,614,197000
82.0,9452,1997,423.0,1396,322,2392,3,7,870,348000
121.0,17671,1882,0.0,916,700,1742,4,8,424,168000
80.0,9760,1964,340.0,822,169,1851,3,7,440,187000
68.0,8846,2005,0.0,750,750,1500,3,6,564,173900
96.0,12456,2006,230.0,1700,528,1718,3,7,786,337500
51.0,4712,1946,0.0,747,363,1230,3,5,305,121600
60.0,9786,1922,0.0,1007,1007,1077,3,6,210,91000
64.0,6762,2006,24.0,1187,501,1208,2,6,632,206000
74.0,10206,1952,0.0,0,0,944,2,4,528,82000
60.0,5400,1920,0.0,691,691,691,2,4,216,86000
75.0,11957,2006,53.0,1574,1550,1574,3,7,824,232000
43.0,3182,2005,16.0,1346,1330,1504,1,7,457,181000
65.0,8385,1977,220.0,985,390,985,3,6,328,149900
21.0,2217,1970,0.0,546,0,1092,3,6,286,88000
43.0,12118,2004,108.0,1710,1710,1710,3,7,550,240000
60.0,6000,1926,0.0,1008,1008,1522,4,7,0,102000
115.0,21286,1948,0.0,720,720,1271,4,7,312,135000
75.0,9825,1965,0.0,0,0,1664,4,8,0,100000
55.0,10592,1923,0.0,602,602,1502,3,7,180,165000
60.0,7200,1910,0.0,1022,310,1022,2,4,280,85000
60.0,11664,1948,206.0,1082,746,1082,2,5,240,119200
70.0,8400,2001,0.0,810,167,1665,3,6,528,227000
73.0,11883,1996,196.0,1504,814,1504,3,6,478,203000
43.0,3013,2005,145.0,1362,1346,1506,2,6,440,213490
60.0,7024,2005,0.0,1132,108,1132,2,5,451,176000
64.0,7406,2006,84.0,1199,515,1220,2,6,632,194000
52.0,9439,1930,0.0,912,588,1248,2,6,160,87000
43.0,3182,2005,14.0,1346,1330,1504,2,7,437,191000
70.0,7700,1972,0.0,882,276,882,3,5,461,112500
73.0,9300,1960,324.0,1268,571,1264,3,6,461,167500
71.0,9520,2007,338.0,1638,125,1646,3,7,800,293077
79.0,9492,1941,0.0,768,359,1376,3,6,240,105000
21.0,1680,1972,281.0,672,355,1218,3,7,264,118000
102.0,15863,1920,0.0,824,301,3082,5,12,672,197000
50.0,6305,1938,0.0,920,920,954,2,5,240,119750
89.0,12898,2007,70.0,1620,598,1620,2,6,912,315500
21.0,1533,1970,0.0,546,546,1344,3,6,0,97000
21.0,1477,1970,0.0,630,121,630,1,3,286,80000
88.0,13125,1957,67.0,1134,284,1803,3,8,484,155000
34.0,5381,2005,135.0,1306,406,1306,1,5,624,196000
86.0,11839,1990,99.0,1475,390,2329,4,10,514,262280
80.0,9600,1981,0.0,2524,1420,2524,4,9,542,278000
85.0,16056,2005,208.0,1992,1752,2868,4,11,716,556581
57.0,9245,1994,0.0,990,304,990,3,5,672,145000
100.0,21750,1960,75.0,0,0,1771,3,9,336,115000
60.0,11100,1946,0.0,0,0,930,2,6,308,84900
73.0,8993,2007,0.0,1302,1302,1302,3,6,436,176485
103.0,11175,2007,0.0,1316,1316,1316,3,6,440,200141
100.0,9500,1964,272.0,816,374,1977,4,9,540,165000
68.0,8562,1957,145.0,1216,833,1526,4,7,364,144500
90.0,11367,2002,210.0,1065,133,1989,3,7,586,255000
104.0,11361,1976,160.0,1193,549,1523,3,7,478,180000
43.0,7052,2005,240.0,1364,705,1364,2,6,484,185850
96.0,11308,2008,154.0,1104,168,2184,3,10,836,335000
41.0,4920,2001,0.0,1338,722,1338,2,6,582,213500
120.0,18000,1935,0.0,894,894,894,2,6,1248,81000
85.0,13600,1900,0.0,662,662,2337,5,10,560,90000
50.0,6000,1925,0.0,1103,706,1103,2,5,440,110500
80.0,14000,1996,0.0,1306,105,2260,3,7,533,328000
59.0,7837,1993,0.0,799,799,1571,3,7,380,178000
80.0,9760,1964,360.0,780,0,1611,4,7,442,167900
42.0,3964,1973,0.0,942,105,2521,5,10,576,151400
60.0,9600,1949,0.0,845,625,893,2,4,576,135000
72.0,10152,1956,120.0,1048,462,1048,3,6,286,135000
78.0,11700,1968,0.0,727,429,1556,4,8,441,154000
50.0,7585,1948,0.0,810,810,1456,4,7,280,91500
75.0,7950,1977,140.0,690,155,1426,3,6,440,159500
74.0,8556,2006,0.0,1240,1240,1240,2,5,826,194000
75.0,13125,1940,0.0,800,390,1740,3,6,240,219500
60.0,10800,1936,0.0,796,170,1466,3,7,566,170000
37.0,4435,2004,169.0,848,186,848,1,3,420,155900
65.0,8775,1994,0.0,990,495,990,3,5,299,126000
80.0,11040,1971,144.0,1258,602,1258,3,5,528,145000
75.0,7500,1963,0.0,1040,216,1040,3,5,308,133000
70.0,8749,2002,100.0,1459,1459,1459,3,6,527,192000
80.0,8800,1964,425.0,1251,698,1251,3,6,461,160000
73.0,9069,1992,0.0,936,189,996,2,5,564,147000
85.0,10574,2005,0.0,1082,1082,1953,3,9,1043,252000
24.0,2522,2004,50.0,970,970,1709,3,7,380,137500
37.0,3316,2005,0.0,1247,208,1247,1,4,550,197000
60.0,8544,1950,0.0,0,0,1040,2,6,400,92900
24.0,2160,1999,212.0,600,90,1252,2,4,462,160000
60.0,8400,1925,0.0,1181,758,1694,4,7,576,136500
71.0,9230,1965,166.0,864,203,1200,1,6,884,146000
74.0,5868,1956,0.0,936,448,936,2,4,308,129000
78.0,9317,2006,0.0,1314,1290,1314,3,6,440,176432
60.0,6882,1914,0.0,684,684,1355,3,7,0,127000
50.0,6000,1936,0.0,672,0,1324,3,6,240,128000
82.0,11880,1978,206.0,1271,567,1601,3,7,478,157000
60.0,8400,1920,0.0,290,0,438,1,3,246,60000
61.0,9758,1971,0.0,950,251,950,3,5,280,119500
70.0,7000,1960,45.0,1010,422,1134,2,6,254,135000
79.0,8910,1959,0.0,655,0,1194,3,6,539,159500
24.0,2016,1970,304.0,630,630,1302,3,6,440,106000
98.0,12256,1994,362.0,1463,431,2622,3,9,712,325000
114.0,10357,1990,0.0,910,172,1442,3,6,719,179900
168.0,23257,2006,0.0,868,868,2021,3,9,422,274725
107.0,11362,2004,42.0,1836,797,1836,3,7,862,280000
80.0,10480,1976,660.0,803,400,1964,4,8,483,205000
73.0,7100,1957,0.0,816,108,816,2,5,308,129900
66.0,8923,1953,0.0,1008,365,1008,2,6,240,134500
90.0,5400,1954,0.0,833,418,833,2,4,326,117000
93.0,12085,2007,328.0,1734,730,1734,3,7,928,318000
57.0,9764,1967,0.0,894,192,894,3,5,450,130000
85.0,13825,1958,0.0,533,533,1601,3,6,300,140000
70.0,7560,1959,0.0,1040,671,1040,3,6,286,133700
59.0,8263,1920,0.0,1012,1012,1012,2,6,308,118400
84.0,10084,2005,196.0,1552,1528,1552,3,7,782,212900
50.0,9405,1947,0.0,698,698,698,2,4,0,118000
60.0,10434,1955,0.0,1005,1005,1005,2,5,672,115000
53.0,3684,2007,130.0,1373,1373,1555,2,7,660,174000
182.0,14572,2004,0.0,1530,230,1530,3,7,630,259000
59.0,11796,2004,0.0,847,847,1959,4,8,434,215000
60.0,7200,1980,180.0,936,0,936,2,4,672,140000
65.0,7804,1928,0.0,1122,500,1981,4,7,576,135000
63.0,10712,1991,0.0,974,762,974,3,5,0,93500
90.0,9900,1880,0.0,1008,1008,2210,5,8,205,117500
80.0,9828,1995,0.0,1128,544,2020,3,8,466,239500
57.0,8773,1997,0.0,916,916,1600,3,7,460,169000
60.0,6180,1926,0.0,960,960,986,2,5,180,102000
80.0,9600,1950,0.0,1032,752,1252,3,6,288,119000
54.0,6342,1875,0.0,780,780,1020,2,6,0,94000
98.0,8731,1920,0.0,915,270,1167,3,6,495,144000
60.0,7350,1951,0.0,952,100,952,2,4,840,139000
77.0,9965,2006,340.0,1466,316,2828,4,11,1052,424870
60.0,12180,1941,0.0,672,324,924,2,5,280,80000
52.0,6240,1928,0.0,1042,1042,1576,3,8,225,149000
75.0,12000,1941,0.0,704,429,1564,3,7,234,174500
50.0,9000,1920,0.0,650,26,1482,3,7,324,143000
57.0,8280,1950,0.0,932,932,932,2,4,306,124000
134.0,17755,1959,132.0,1466,1290,1466,3,6,528,149900
90.0,14115,1956,0.0,1073,230,1811,2,6,470,230000
90.0,10768,1976,0.0,1437,280,1437,3,6,528,218000
85.0,9350,1965,0.0,1219,586,1265,3,6,502,179900
34.0,5001,2007,166.0,1314,410,1314,2,6,626,230000
92.0,11932,2007,186.0,1580,1580,1580,3,7,830,235128
76.0,9120,1974,270.0,901,459,1876,4,8,540,185000
24.0,2280,1978,0.0,855,544,1456,3,7,440,146000
109.0,8724,1968,0.0,894,402,894,3,5,450,129000
60.0,12900,1969,0.0,1198,0,1258,0,6,400,108959
79.0,9541,2009,268.0,1502,1502,1502,3,7,644,233170
64.0,10475,2008,72.0,1694,1694,1694,3,7,776,245350
58.0,10852,2000,0.0,959,173,1671,3,7,472,173000
120.0,13728,1935,0.0,1127,501,2108,4,7,540,235000
118.0,35760,1995,1378.0,1930,543,3627,4,10,807,625000
76.0,9880,1977,0.0,1096,574,1118,3,6,358,171000
76.0,9120,1958,0.0,1261,599,1261,3,6,433,163000
35.0,4017,2006,0.0,625,625,1250,2,5,625,171900
138.0,18030,1946,0.0,1598,977,3086,3,12,0,200500
80.0,16560,1932,0.0,952,449,2345,4,9,360,239000
85.0,10678,1992,337.0,1683,983,2872,4,9,541,285000
37.0,6951,1984,0.0,876,218,923,3,5,264,119500
54.0,7681,1921,0.0,731,731,1343,3,7,186,154900
77.0,8335,1954,0.0,0,0,1124,3,5,0,93000
64.0,5587,2008,186.0,1600,120,1652,2,5,482,392500
160.0,15623,1996,0.0,2396,300,4476,4,10,813,745000
60.0,10800,1920,0.0,1120,299,1130,2,5,720,120000
50.0,35133,1963,226.0,1572,413,1572,3,5,995,186700
60.0,9738,1924,0.0,784,392,1221,4,7,392,104900
107.0,10615,1900,0.0,978,538,1699,3,7,420,95000
89.0,12461,1994,0.0,1624,168,1624,2,5,757,262000
68.0,8935,2002,95.0,831,831,1660,3,7,493,195000
60.0,7500,1999,0.0,994,994,1804,3,7,442,189000
24.0,2645,1999,456.0,776,776,1441,2,5,492,174000
60.0,9600,1925,0.0,702,702,1472,3,6,250,125000
80.0,9364,1969,143.0,663,292,1352,4,7,299,158000
51.0,8029,2005,0.0,728,728,1456,3,8,400,176000
58.0,14054,2006,0.0,879,879,1863,4,9,660,219210
65.0,8850,1916,0.0,815,815,1690,3,7,225,144000
70.0,9100,2001,0.0,1212,1212,1212,3,6,573,178000
75.0,11235,1963,51.0,1051,504,1382,3,6,459,148000
71.0,9353,1970,0.0,864,864,864,3,5,280,116050
80.0,10400,1998,0.0,866,866,1779,3,6,546,197900
50.0,6000,1925,0.0,884,884,1348,3,5,216,117000
75.0,9750,2000,171.0,1630,1630,1630,3,6,451,213000
78.0,10140,1975,0.0,1056,268,1074,3,6,495,153500
90.0,14684,1990,234.0,2158,1496,2196,3,7,701,271900
70.0,9135,2003,120.0,1682,1342,1700,3,7,544,200000
70.0,7763,1962,0.0,931,319,1283,3,6,506,140000
85.0,10182,2006,420.0,1660,440,1660,3,8,500,290000
70.0,11218,1992,0.0,1055,1055,1845,3,8,462,189000
152.0,12134,1988,0.0,559,132,1752,4,8,492,164000
50.0,9340,1941,0.0,672,328,672,2,4,234,113000
69.0,10205,1962,0.0,925,141,999,3,6,300,134500
99.0,7094,1966,0.0,894,340,894,3,5,384,125000
68.0,8930,1978,0.0,0,0,1902,4,8,539,112000
72.0,8640,2009,72.0,1300,364,1314,3,6,552,229456
52.0,6240,1947,0.0,0,0,912,2,3,0,80500
21.0,1680,1971,236.0,672,672,1218,3,7,0,91500
66.0,7800,1964,0.0,912,0,912,2,5,288,115000
55.0,8250,1968,0.0,952,210,1211,3,5,322,134000
78.0,10496,1949,320.0,1040,844,1846,3,7,315,143000
89.0,10680,1951,44.0,2136,1380,2136,4,7,528,137900
60.0,15384,2004,0.0,788,64,1490,3,8,388,184000
65.0,10482,1958,63.0,588,81,1138,3,6,264,145000
86.0,14598,2007,74.0,894,894,1933,4,9,668,214000
72.0,8872,1965,300.0,912,317,912,2,5,576,147000
65.0,8769,2008,766.0,1702,162,1702,1,7,1052,367294
70.0,7910,1960,0.0,1075,409,1507,4,7,404,127000
70.0,7728,1962,120.0,1106,303,1190,3,6,540,132500
70.0,9842,1962,0.0,0,0,1224,2,6,462,101800
55.0,8525,1911,0.0,940,940,1964,4,7,0,130000
96.0,13132,1914,0.0,747,747,1784,4,9,180,138887
36.0,2628,2003,106.0,764,764,1626,2,6,474,175500
41.0,12393,2004,0.0,847,847,1948,4,8,434,195000
63.0,13072,2005,0.0,1141,1141,1141,3,6,484,142500
64.0,9037,2006,32.0,1476,1048,1484,2,6,472,265900
65.0,8158,2003,252.0,884,334,1768,3,8,543,224900
83.0,9849,2007,0.0,1689,1689,1689,3,7,954,248328
85.0,10625,1974,81.0,1053,0,1173,3,6,528,170000
78.0,12090,1984,74.0,585,585,1868,3,7,477,178000
65.0,8125,2005,0.0,756,756,1553,3,6,615,186500
60.0,9600,1917,0.0,735,416,2058,3,8,396,129500
60.0,7200,1950,0.0,876,246,988,3,6,276,119000
93.0,11160,1968,0.0,2110,1045,2110,3,8,522,244000
62.0,9858,1968,0.0,864,354,874,3,5,288,130000
60.0,6931,2003,92.0,746,746,1656,3,7,397,165400
52.0,6240,1931,0.0,884,459,1367,3,6,560,127500
91.0,14303,1994,554.0,1986,672,1987,2,7,691,301500
56.0,4060,1922,0.0,864,864,864,2,4,0,99900
59.0,9587,2005,182.0,856,201,1166,2,5,400,190000
65.0,9750,1969,0.0,1054,14,1054,3,6,460,151000
80.0,9600,1956,0.0,1050,546,1050,2,5,338,128900
60.0,13515,1919,0.0,764,764,1824,3,8,520,180500
34.0,4060,1998,0.0,1405,1139,1337,2,5,511,181000
35.0,3735,1999,218.0,691,241,1452,3,6,506,183900
60.0,10120,1910,0.0,925,925,1889,4,9,308,122000
89.0,13214,2008,0.0,2002,2002,2018,3,10,746,378500
78.0,11344,1958,180.0,874,414,1524,3,7,315,144000
124.0,11512,1959,84.0,1019,300,1357,2,5,312,177000
53.0,5362,1910,0.0,661,661,1250,3,8,552,139000
95.0,11345,1948,567.0,928,708,1920,4,10,400,137000
60.0,7500,1920,0.0,698,698,1128,2,6,528,68400
67.0,9808,2002,110.0,1573,785,1573,3,6,544,227000
50.0,8049,1990,54.0,1309,256,1339,2,6,484,180000
61.0,8800,1977,0.0,1040,364,1040,3,5,484,150500
94.0,9400,1971,0.0,912,912,1824,4,8,0,139000
50.0,9638,1919,0.0,804,804,2447,4,10,336,169000
50.0,6000,1939,0.0,780,780,1412,4,6,280,132500
40.0,5664,2000,0.0,1501,343,1659,2,5,499,278000
86.0,11065,2006,788.0,1085,1085,1970,3,8,753,281000
21.0,1680,1972,268.0,630,399,1302,3,6,264,119500
60.0,6600,1892,0.0,994,994,2372,4,11,432,107500
78.0,10140,1976,0.0,832,638,1664,4,8,528,162900
60.0,8172,1955,0.0,864,697,864,2,5,572,115000
70.0,8400,1968,168.0,1052,36,1052,3,5,288,138500
80.0,8700,1963,148.0,1120,344,1128,3,6,525,155000
35.0,3675,2005,82.0,547,0,1072,2,5,525,140000
313.0,63887,2008,796.0,6110,466,5642,3,12,1418,160000
75.0,7500,1959,0.0,1246,0,1246,3,6,305,154000
92.0,10120,1994,391.0,1165,425,2526,4,8,844,290000
73.0,8688,2005,228.0,1616,1616,1616,3,7,834,232000
32.0,3363,2004,117.0,976,976,1708,3,7,380,130000
108.0,13173,2006,300.0,1652,80,1652,2,6,840,325000
48.0,6955,2005,94.0,1368,1368,1368,2,6,474,202500
60.0,8072,1994,0.0,990,244,990,3,5,480,138000
100.0,12000,1948,0.0,924,172,1122,2,6,528,147000
100.0,17500,1959,0.0,1902,496,1902,3,7,567,335000
68.0,8814,2005,80.0,1274,349,1274,3,6,508,203000
108.0,14774,1999,165.0,1393,1393,2599,4,10,779,333168
60.0,8190,1954,0.0,948,216,948,3,5,280,119000
85.0,11075,1969,0.0,952,176,2112,4,9,576,206900
61.0,10226,2008,270.0,1622,1622,1630,3,8,860,295493
47.0,4230,2006,0.0,1352,1352,1352,2,5,466,208900
75.0,10215,1954,132.0,864,372,948,3,5,248,111000
70.0,8400,1957,0.0,1478,628,1478,3,6,442,156500
107.0,10186,1992,0.0,750,76,1923,3,8,564,190000
50.0,5330,1940,0.0,420,140,708,2,5,0,82500
75.0,9986,2006,428.0,1795,1795,1795,2,7,895,147000
40.0,3636,1922,0.0,796,796,796,2,5,0,55000
70.0,4270,1931,0.0,544,0,774,3,6,0,79000
60.0,6600,1982,0.0,816,175,816,3,5,264,130500
60.0,10440,1920,0.0,1510,1017,2792,5,8,520,256000
63.0,9084,1998,0.0,935,935,1632,3,8,462,176500
85.0,10000,2006,410.0,1588,1588,1588,3,7,825,227000
55.0,10780,1976,0.0,911,428,954,3,6,576,132500
67.0,8877,1938,0.0,816,126,816,2,3,288,100000
60.0,7200,1938,0.0,803,803,1360,2,6,297,125500
24.0,2368,1970,312.0,765,0,1365,3,7,440,125000
80.0,9650,1977,360.0,1350,664,1334,2,6,630,167900
87.0,9246,1973,564.0,1656,1656,1656,4,8,506,135000
153.0,4118,1941,0.0,693,693,693,2,4,0,52500
95.0,13450,2002,0.0,916,216,1861,3,8,492,200000
120.0,9560,1972,0.0,864,504,864,3,5,288,128500
70.0,8294,1971,0.0,858,858,872,3,5,480,123000
66.0,13695,2003,0.0,1114,300,1114,3,6,576,155000
57.0,7558,1928,0.0,896,896,1913,3,9,342,177000
85.0,11103,2006,0.0,728,728,1456,3,8,440,155835
50.0,6000,1920,0.0,960,710,960,2,5,308,108500
93.0,15306,2006,100.0,1732,1652,1776,3,7,712,283463
50.0,5250,1872,0.0,684,425,2358,4,8,0,122000
91.0,11643,1969,368.0,1248,748,2634,6,12,968,200000
70.0,9247,1962,318.0,858,539,1716,4,8,490,171000
50.0,6000,1937,0.0,698,698,1176,2,4,624,134900
56.0,14720,1995,579.0,2033,1217,3238,4,9,666,410000
102.0,10192,1968,143.0,570,570,1920,4,8,487,170000
129.0,16737,2004,66.0,1980,533,1980,3,8,770,315000
51.0,9842,1921,0.0,612,612,2601,4,8,621,189000
124.0,16158,2005,16.0,1530,256,1530,3,7,430,260000
73.0,8499,2006,0.0,616,616,1412,3,6,432,156932
30.0,3180,2005,0.0,600,600,1200,2,4,480,144152
68.0,9179,1999,158.0,873,240,1790,3,7,588,193000
41.0,2665,1977,0.0,757,36,1475,4,6,336,127000
48.0,10635,2003,171.0,1657,315,1668,3,8,502,232000
90.0,5400,1920,0.0,840,420,1374,2,6,338,105000
80.0,9600,1955,0.0,992,161,1661,3,8,377,165500
75.0,9750,1998,0.0,1108,133,2097,3,8,583,274300
85.0,10625,2005,0.0,1026,1026,1958,3,9,936,250000
89.0,10991,2007,80.0,1571,1571,1571,3,7,722,239000
52.0,6292,1930,0.0,768,384,790,2,4,160,91000
60.0,10998,1941,0.0,984,156,1604,3,6,660,117000
21.0,1953,1973,408.0,483,174,987,2,5,264,83000
73.0,9735,2006,0.0,384,384,1394,3,7,400,167500
45.0,8212,1914,0.0,864,661,864,2,5,200,58500
60.0,7200,1920,0.0,596,596,1762,4,8,576,157000
60.0,9060,1939,0.0,560,356,1258,2,6,280,105000
40.0,5436,1922,0.0,796,61,1154,3,7,240,125500
80.0,16692,1978,184.0,1392,133,2784,5,12,564,250000
60.0,8520,1916,0.0,714,0,2526,5,10,216,136000
42.0,14892,2006,160.0,1746,426,1746,3,7,758,377500
60.0,6000,1941,0.0,735,360,1218,3,6,440,131000
70.0,9100,2000,244.0,1525,125,1525,3,6,541,235000
65.0,8944,1967,0.0,1584,1584,1584,4,8,792,124000
68.0,7838,1967,0.0,864,95,900,3,6,288,123000
60.0,10800,1905,0.0,482,482,1912,3,7,672,163000
53.0,4045,2006,45.0,1356,286,1500,2,6,648,246578
88.0,12665,2005,245.0,1094,1094,2482,4,9,642,281213
51.0,6120,1920,0.0,939,939,1513,4,8,180,137500
60.0,7200,1950,0.0,1208,676,1904,3,7,240,138000
51.0,6171,1925,0.0,976,712,1608,3,7,216,137450
50.0,6000,1929,0.0,862,862,1158,3,5,208,120000
62.0,7415,2004,0.0,839,80,1593,3,8,398,193000
64.0,6762,2006,0.0,1286,1286,1294,2,6,662,193879
49.0,15256,2007,84.0,1485,556,1464,3,6,754,282922
60.0,10410,1915,0.0,672,672,1214,3,6,936,105000
44.0,3842,2004,174.0,1594,221,1646,2,5,482,275000
70.0,8445,1972,0.0,768,112,768,2,5,396,133000
60.0,7740,1910,0.0,622,622,1363,3,6,528,125500
46.0,20544,1986,123.0,791,791,2093,3,7,542,215000
79.0,12420,2001,0.0,944,278,1840,3,6,622,230000
80.0,9600,1950,0.0,856,736,1668,3,6,271,140000
60.0,7200,1949,0.0,0,0,1040,2,6,420,90000
88.0,10994,2005,366.0,1844,868,1844,2,7,620,257000
64.0,13053,1923,0.0,833,833,1848,4,8,370,207000
51.0,3635,2007,130.0,1386,398,1569,1,7,660,175900
60.0,11340,1885,0.0,777,777,2290,4,11,560,122500
71.0,9204,1963,0.0,1144,247,1144,3,6,336,124000
90.0,11700,1968,420.0,708,304,1416,3,7,776,179900
53.0,4043,1977,0.0,1069,709,1069,2,4,440,127500
37.0,4435,2003,170.0,848,162,848,1,3,420,136500
80.0,10721,1959,243.0,1252,1252,1252,3,7,528,142000
81.0,10944,1994,448.0,1223,223,2127,3,5,525,271000
60.0,10930,1945,0.0,913,333,1558,3,6,288,140000
60.0,7200,1940,294.0,788,278,804,2,4,240,119000
60.0,21930,2005,0.0,732,732,1838,4,7,372,192140
60.0,10800,1927,0.0,656,656,968,4,5,216,64500
93.0,10261,2000,318.0,936,936,1792,3,8,451,186500
80.0,17400,1977,0.0,1126,190,1126,3,5,484,160000
80.0,8400,1962,237.0,1319,1319,1537,3,7,462,174000
60.0,9000,1971,0.0,864,248,864,3,5,528,120500
96.0,12444,2008,426.0,1932,596,1932,2,7,774,394617
90.0,7407,1957,0.0,912,312,1236,2,6,923,149700
80.0,11584,1979,96.0,539,114,1725,3,6,550,197000
79.0,11526,1922,0.0,588,588,2555,3,11,672,191000
85.0,11003,2008,160.0,1017,252,2007,3,10,812,310000
63.0,8500,2004,106.0,1422,1422,1422,3,7,626,179600
70.0,8400,1966,0.0,814,0,913,3,6,240,129000
80.0,10000,1995,438.0,1220,141,2090,3,8,556,240000
70.0,11767,1910,0.0,560,560,1346,2,6,384,112000
21.0,1533,1970,0.0,630,77,630,1,3,0,92000
60.0,9000,1974,0.0,896,896,1792,4,8,0,136000
78.0,9262,2008,194.0,1573,1573,1578,3,7,840,287090
35.0,3675,2005,80.0,547,0,1072,2,5,525,145000
90.0,17217,2006,0.0,1140,1140,1140,3,6,0,84500
62.0,7500,2004,0.0,1221,811,1221,2,6,400,185000
62.0,7917,1999,0.0,953,953,1647,3,7,460,175000
85.0,13175,1978,119.0,1542,589,2073,3,7,500,210000
66.0,9042,1941,0.0,1152,877,2340,4,9,252,266500
68.0,9717,1950,0.0,1078,0,1078,2,5,240,142125
75.0,9937,1965,0.0,1256,136,1256,3,6,276,147500
